MAC1,MAC2,duration,frequency
000b7daae405,00904bb27026,76,1
00054e86b2e1,000e3578909b,231.666666666667,3
000b7daae405,00904baf18e7,431,3
0012f0792c58,00166f84c2dd,973,2
000b7daae405,000fb568fe9d,1300.2,5
000b7daae405,0012f0a32c98,18,1
0012f0a32c98,00028a236470,130.5,10
000fb568fe9d,0012f0a32c98,54.2857142857143,7
000fb568fe9d,000e35f7ec4c,308.111111111111,9
0004230b0edb,000fb568fe9d,236.983050847458,59
00146cf1742b,00904b2e2596,337,7
00146cf1742b,000fb568fe9d,252.444444444444,9
00904b2e2596,000e35f7ec4c,257.666666666667,6
00146cf1742b,000e35f7ec4c,81.2857142857143,14
0004230b0edb,00146cf1742b,58.125,8
000e358c7be5,0012f0a32c98,476.8,10
00022d56b432,00904b394021,353,1
000e35cc7944,0030657fc45b,285.666666666667,6
00054edd524f,0030657fc45b,852.5,2
0030657fc45b,0012f0e66b40,93.5454545454545,11
00022d5b38e5,00904bd061c8,545,1
000fb5d75789,0004230b0edb,182.076923076923,39
000b7d782fc4,00904baf18e7,160,1
0004230b0edb,00054e042460,60,1
00904baf18e7,0014a4b09606,57.6,5
000423589966,000cf1af5de1,10,1
0012f0c6a17f,0012f0a32c98,83,2
000e35f7ec4c,000b7db2cd2d,134.333333333333,3
0004230b0edb,0012f0a32c98,98,1
000423589966,0012f0a32c98,238.333333333333,6
00904baf18e7,0040962dc86b,42.3333333333333,9
00904baf18e7,00054ec98797,92.5,2
00904bb0f52f,000d931001f3,3,1
0012f0c6a17f,00166f84c2dd,36,1
0013cec64669,0012f0a32c98,589.2,5
000423f02c87,0014a4cd53bf,127.5,2
000e35eaadeb,00054ec98797,2,1
0013cef5a050,000b7d2eb8fe,38.5,2
0090968f8915,0014a5f9f4e2,310,1
00904bb0f52f,00904b2d9d7a,276,1
000b7daae405,0014a4b09606,396.75,8
000423b0f804,000b7d2eb8fe,35.25,4
0014a5eda0cc,0014a4cd53bf,753,1
0012f0a32c98,0014a4b09606,598.285714285714,7
00150080c072,0014a5f9f4e2,102,1
00150080c072,003065502d01,46.5,2
00146cf1742b,00904baf18e7,1,1
00904baf18e7,0012f0792c58,54,1
000423b0f804,001124a51256,26,5
000e355c16fa,00112434d249,40,1
00054e00a77d,000fb5ec34a6,2254,1
000fb5ec34a6,000423b0f804,32,1
00022d21e4f3,0012f0ab04e0,169.333333333333,3
000c41d7de06,0012f0a32c98,710.25,8
00028a536ff4,0012f0a32c98,527.5,2
000fb5d75789,0013cec64669,489.833333333333,18
0012f0fc1778,0013ce64e5ba,57.4285714285714,7
0013ceb3be46,000fb5d75789,433.619047619048,21
00022d21e4f3,0014a5d8f24d,45.5,2
00022d21e4f3,00022d5b38e5,82.5,2
0012f0ab04e0,0014a5d8f24d,973.5,2
0012f0c0e196,000fb5d75789,390.142857142857,7
0012f0c0e196,0012f0a32c98,1427,2
000fb5d75789,0012f0a32c98,1148.6,5
00022d02a81b,009096d4ce10,61,2
001451f80098,00022d5b38e5,336.125,8
00904bedf813,00022d02a81b,60,1
00022d02a81b,000d931001f3,95.5,2
00022d02a81b,0014a5d8f24d,9,1
000e35f9c00a,00022d5b38e5,70,1
0012f0a32c98,0013ce64e5ba,458.25,8
000d93ce2e1a,000d93b05f0d,33,1
0014a5f3179a,0014a561da14,1645,1
00904bedf813,00904b45900f,14721,1
0012f0fb6705,0013ce64e5ba,2,1
009096d4ce10,0012f0454146,1497.66666666667,3
000b7db2cd2d,0040962dc86b,120.5,2
000e3578909b,000fb568fe9d,236,1
0004239647e1,000e356f1357,9,2
000423b0f804,0004239647e1,1,1
0004239647e1,0012f0eadeba,24,1
00166f84c2dd,0004239647e1,298,1
0004239647e1,0012f04d7fdc,41,8
0012f0f635fa,0004239647e1,17.5,2
0014a5a85622,0014a51b1466,6008,1
0012f0a32c98,0012f09832e9,204,1
0012f0a32c98,00054ec98797,6,1
0014a4b09606,00054ec044f6,1388.25,4
000e3578909b,000423b0f804,19.25,4
000e3578909b,000fb5d75789,251,1
00904bb27026,00166f84c2dd,524,1
0012f0d9baad,0012f0a32c98,11,12
00904bb0f52f,00904ba0e82d,1811,1
0014a4cd53bf,00904bd6c1d9,337,1
00022d5b38e5,00904bd6c1d9,40,2
00166f84c2dd,0040962dc86b,3211.75,4
00904b00fdfd,000d931001f3,1225.28571428571,7
0040962dc86b,0012f0d9baad,47,1
000b7db2cd2d,0012f0a32c98,1451,1
0014a5eda0cc,0014a5e34dc6,624,2
000cf1af5de1,0012f082b0ae,860,1
0009ef3cfe38,003065502d01,125,1
0009ef99d5aa,003065502d01,151,1
003065502d01,000d937d3ec2,102,1
00054e02b44f,00095b1ae531,4.5,2
00022d5b38e5,000393614e0d,308,1
000393614e0d,00022d12610d,25,1
0012f0a32c98,00095b1ae531,34.4285714285714,7
0012f081c713,0012f0a32c98,91,2
0013cec64669,000cf1af5de1,26,1
000423c6784f,0010c676af45,50,1
0090962c2183,00095b3e78ae,4,1
000423c6784f,0012f0a32c98,237.666666666667,3
0012f0a32c98,0012f0934af5,10,1
0012f0934af5,000b7daae405,109,1
0012f0c6a17f,00054e042460,21.9411764705882,17
0012f082b0ae,00054e042460,164,1
00904bfc4b58,000d931001f3,932.5,4
0014a4b09606,00095ba311ec,1528.4,5
00904baf18e7,000e3578909b,111,1
00601d8969c8,000c41d7de06,70,1
0014a5e34dc6,0014a4cd53bf,1525.875,8
00601d9e8ca6,000625e449be,61,1
009096d4ce10,000d28aad55b,1688,1
0014a5e28b77,001124eb5209,85,1
0014a5c57265,0014a5b73588,39,1
0012f0a32c98,000cf1af5de1,219,1
000c41d7de06,000cf1af5de1,596.666666666667,3
000c41d7de06,0040966eda31,16.6666666666667,3
0012f0bbb688,0040966eda31,10,4
0040966eda31,0012f0a32c98,1,1
0013ce64e5ba,0040966eda31,28.5412844036697,109
001124bd0c00,00150080c072,119,1
0040966eda31,00146cf1742b,9,1
00306502c182,009096d4ce10,139.8,5
00054e86b2e1,0012f0e5c7ad,102,2
0012f0e5c7ad,0014a4b09606,645.5,2
00054ef033f7,0012f0e5c7ad,41,3
0012f0e5c7ad,00054ec98797,189,1
0012f0e5c7ad,00042380963b,16,1
0012f0e5c7ad,0012f0fc1778,16.5,4
0012f0eadeba,0012f0e5c7ad,14,2
0012f0d9baad,0013ce928d27,35.5454545454545,33
000423589966,0013ce928d27,202.9,30
000423b0f804,0013ce928d27,105.851351351351,148
0013ce928d27,0012f0a32c98,95.3,10
0013ce928d27,0013ce64e5ba,479.291666666667,48
00042380963b,00601d9e8ca6,92,1
00042380963b,00904bb27026,46,2
009096c8c000,00904bb0f52f,296,1
000fb5d75789,00028a236470,508.615384615385,26
00904bb0f52f,0014a5e34dc6,108.5,2
0012f082b0ae,0014a51c097f,2,1
0014a51c097f,000fb568fe9d,1817,1
001451f80098,000d931001f3,759.447368421053,38
00904bd1c926,00904bb0f52f,159,1
00904bb0f52f,009096367f70,1,1
00904bb0f52f,001451f80098,117,2
00904bb0f52f,0012f0ab04e0,470,1
00904bb0f52f,00904b517a14,77,1
0014a5aee661,00904bb0f52f,1832,1
0014a5aee661,009096d4ce10,1443,1
00904bb0f52f,009096d4ce10,1605,1
00042380963b,00095ba311ec,2693,4
00904b517a14,00022d7caf83,291,1
0012f082b0ae,0013ce928d27,266.49696969697,165
0009ef3cfe38,0014a5c57265,78,1
000b7d9439f6,0014a5e34dc6,322,1
000b7d9439f6,00904b4557d3,3610,1
001124aea9d4,0014a5f6376c,462,1
0014a5e34dc6,00904b4557d3,708,1
0014a5f6376c,003065502d01,114,1
003065502d01,0014a5c57265,609,1
009096ea7f9b,000e356f1357,9,1
003065cd5a9c,0009ef3cfe38,104,1
00904b69bc26,00022d62ea9a,517,2
000d9306ec63,003065502d01,190,1
00306502c182,009096027026,1,1
000423b0f804,000423e0dcf0,36,1
00904b2f31b2,000423e0dcf0,249,1
000e3578909b,00904b99070e,63,1
0012f0a32c98,000cf17e68c2,1827,1
00042380963b,0012f0a32c98,143,1
0014a4dd4f52,0013cee50b5e,1883.66666666667,3
00022d62ea9a,0014a5d80919,103,1
00022d62ea9a,001451f80098,404.483870967742,31
00054ec291ca,000e356f1357,2635.25,4
0014a5d80919,001451f80098,1022,1
0013cee50b5e,0014a4cd53bf,606.666666666667,6
00022df9e9a9,003065a97bb7,271,1
000e35cc7944,000e35f7ec4c,104,4
0014a5e34dc6,00022dfcbd05,5,1
00022d635a2e,00904b517a14,201.666666666667,6
00022dfcbd05,003065e94ba8,1,1
000e35cc7944,0030bde66874,10110.2,5
003065e94ba8,0013cee50b5e,1469,1
000e35eaadeb,001195fa35dd,56,1
000423b0f804,00022df9e9a9,362,1
0013ceb3be46,0013ce928d27,613,54
000fb568fe9d,0013ce928d27,752.657142857143,35
00028a236470,0013ce928d27,986.807692307692,26
0014a51c097f,00601d8969c8,4704.5,2
00904bc0352c,00904b4557d3,3808,3
00904b4557d3,00022d62ea9a,126.428571428571,7
003065203940,00022d62ea9a,104.333333333333,15
003065203940,001451f80098,150.8,5
00042380963b,000cf17e68c2,1742,1
003065203940,00904b81e604,107,1
000b7d2eb8fe,0014a51c097f,2806.66666666667,3
000cf17e68c2,000b7d2eb8fe,1,1
001451f80098,00904b45900f,1480.78571428571,14
000cf17e68c2,00054ec98797,1,1
0012f0c8197c,000b7db2cd2d,44.6666666666667,3
0030bdfe4a2a,000e35726ab8,14.5,2
000e35726ab8,0012f0e66b40,83,1
000e35152cf5,000423b0f804,94,1
00022d12610d,00904b517a14,220.666666666667,9
0012f0f635fa,000d28fd1813,42.0880503144654,159
000d28fd1813,0030bdfe4a2a,389.444444444444,9
009096c67135,00904b517a14,3045.97142857143,35
000d28fd1813,0012f04d7fdc,39.3926380368098,163
0012f0c6a17f,0013ce928d27,54.8194444444444,72
000e2efb5233,000d28fd1813,71.2941176470588,17
000423864257,000d28fd1813,89.9591836734694,49
0012f04d7fdc,00150091b4ad,3,1
00150091b4ad,000b7d2eb8fe,70,1
0012f09832e9,000fb5d75789,90.3,10
0012f0c8197c,000d28fd1813,11,8
0012f0c8197c,0013cec64669,5,1
0012f0c8197c,0030bd92ecfa,5,1
0012f0c8197c,0012f0c0e196,5,1
0012f0ba51c0,00601d8969c8,28.3333333333333,3
00054e5b008d,00601d8969c8,1080.5,4
0012f0792c58,000d28fd1813,143.25,24
0012f0110374,000d28fd1813,28.9565217391304,23
001124a51256,000d28fd1813,175.766666666667,30
0012f0a48189,000d28fd1813,272.777777777778,9
000d28fd1813,000e356f1357,1092.33333333333,18
000423b0f804,001195fc38d8,117.666666666667,3
0014a5216abe,0014a5f7861c,3498,1
0014a5216abe,001124420841,2900,1
0014a5f7861c,001124420841,3057,1
00904bbf071b,0010c6b09710,4,1
00601d8969c8,0030bde66874,307,2
003065203940,00904b08721c,3,1
00150080c072,00904b9fdb8b,36,1
00904bbf071b,0014a5eda0cc,5,1
00150080c072,0014a5e986d9,46,1
00904bbf071b,0090967ccbde,7,1
00022d62ea9a,000a95f27bfe,46,1
0012f0f635fa,000b7db2cd2d,39.5714285714286,7
0012f081c713,000cf17e68c2,22,1
000fb5d75789,000423589966,196.705882352941,17
001150c09238,0012f04d7fdc,17.25,4
001150c09238,0014a5ad9f5b,237,1
00601d8969c8,000fb5ec34a6,1235,1
000e358c7be5,0013ce928d27,570.862745098039,51
00022d7caf83,00022d62ea9a,114.5,2
00022da6b3c3,00112495e0ac,437.5,2
0011248823c6,003065e2e8f7,1136,1
0012f0eadeba,0013ce928d27,19.075,40
0014a58c436b,00150080c072,304,1
00150080c072,00042395cc5c,214,3
00904bbf071b,003065e94ba8,8,1
00150080c072,00904bb692f6,136,1
00054ef033f7,0013ce928d27,436.984848484848,66
0014a5d8f24d,001124127c6c,1270,1
0013ce928d27,000b7daae405,715.5,2
000cf17e68c2,0004239647e1,1,1
000d9384a123,0013cee50b5e,2580,7
0013cee50b5e,00022d5b38e5,979,6
00022d5b38e5,009096c8c000,112.5,2
00022d5b38e5,00904bfc4b58,80.5,2
009096c8c000,00904bfc4b58,1794,1
009096c8c000,00022d635a2e,301,1
00904bfc4b58,00022d635a2e,319,1
0013ce928d27,0013cec64669,815.068965517241,29
0012f0a6ca93,00904baf18e7,40,1
00904bbf071b,0013cee50b5e,240.333333333333,3
00166f84c2dd,0040966eda31,116.6,5
0012f07eae7f,0014a51c097f,12.5,2
00095b1ae531,0013ce928d27,326.020408163265,49
0040966eda31,00904b99070e,1,1
0040966eda31,0015c6f4619b,1,1
00095bfd076c,0040966eda31,1,1
0040962dc86b,000d28fd1813,180,60
000cf1af5de1,000d28fd1813,773.969696969697,33
0014a4b09606,0013ce928d27,707.815789473684,38
00054e86b2e1,0013ce928d27,1106.61764705882,34
000d93e2fb3e,0014a5924cf4,41,1
000cf1ce35fe,001150bf5a13,60,1
001150bf5a13,00054e02b44f,50,1
00054e02b44f,001124a51256,90,2
00054e02b44f,0014a5ad9f5b,416,1
0004237a13d8,0014a561da14,1,1
0014a4b09606,0012f0fc1778,27,2
000423aecb87,000e35cc7944,355.5,2
000e35cc7944,00166f84c2dd,5,1
000c41d7de06,0013ce928d27,451.328125,64
00601d8993e8,00166f84c2dd,9217,1
00166f84c2dd,0012f0e66b40,735,1
00601d8993e8,0013cef5a050,23,1
0012f0bbb688,0013ce928d27,36.5428571428571,35
0013ce928d27,0012f0fc1778,143,1
0013ce817f2f,009096d4ce10,62,1
000d931001f3,00022d21e4f3,1093,1
000e35d1f93f,000fb568fe9d,31,1
000e35726ab8,000fb568fe9d,350,1
0040966eda31,00054e00a77d,2,1
000423864257,000423589966,84.75,4
00022d736f5a,00904bc0352c,5,1
00904baf18e7,0013ce928d27,66.3333333333333,6
0013ce928d27,0004230b0edb,326.615384615385,26
000fb5df709b,00601d29a832,1,1
00028a536ff4,000fb5d75789,651.222222222222,18
000d931001f3,0014a5c8875a,2020,1
0014a5c8875a,00022d5b38e5,171,1
00054ec291ca,00054e61460e,989,2
00054ec291ca,000fb5d75789,633.2,10
00054e61460e,000fb5d75789,498,1
000fb5d75789,004096ed1367,185,2
0012f0c6a17f,00054e61460e,40,1
00054e61460e,0004230b0edb,41,4
000c41d7de06,001195fc38d8,1286,2
000d931001f3,0014a5c4022b,8,1
0014a5c4022b,000d9384a123,579,1
000e358c7be5,0040962dc86b,27.75,4
000e358c7be5,0040966eda31,1,1
0040962dc86b,0040966eda31,138.652173913043,23
0040966eda31,000423b0f804,27.3333333333333,6
00601d8993e8,0014a51c097f,2355,3
0014a51c097f,0040966eda31,163.6,5
0015c6f4619b,000d28ec461d,21,1
00904bbf071b,0014a5c8875a,28,1
000e35bccb91,001150bf5a13,61,1
004096ed1367,000fb568fe9d,298.714285714286,7
000fb568fe9d,00054e517a26,146,1
0012f081c713,00054e517a26,161,1
00054ec98797,000fb568fe9d,86.6,10
0011248af102,001124b3ad0e,794,1
001124b3ad0e,0004237bb84a,852,1
00022d62ea9a,00022d207e46,199,1
001150bf5a13,000b7db2cd2d,1,1
0011f5f2aa0d,00022d428ff1,82,1
000423589966,0012f04d7fdc,4.66666666666667,3
0013cee50b5e,00904b517a14,2564,2
00095b7ebec0,000fb568fe9d,2,2
000fb5d75789,0013ce928d27,531.7,20
00028a536ff4,0013ce928d27,1373,17
000cf1af5de1,00601d8969c8,1348.75,12
00028a536ff4,001195fc38d8,2581,1
009096d4ce10,0013cee50b5e,3266.5,8
0014a5e34dc6,00306502c182,161.25,4
0014a5e34dc6,00022d6c81e1,51,1
0014a5e34dc6,00904b7315cf,196.75,4
0012f09832e9,0013ce928d27,121.65625,32
00904bbf071b,0014a59f1aa0,1,1
0040962dc86b,001217672216,7,2
0040962dc86b,00601d8969c8,261.846153846154,13
000d9384a123,000d28aad55b,474.333333333333,3
00166f84c2dd,000423b0f804,174,1
000fb5d75789,00904b2e2596,594.125,8
000fb5d75789,000e356f1357,114,4
0013ce928d27,00054ec291ca,1401.25,4
00904b394021,00095b3e78ae,685.5,2
00095bfd076c,0012f0e66b40,629,1
00054e2537b5,0013ce928d27,11,1
00a111a32c09,0013ce928d27,2529.8,5
0013ce64e5ba,0030bde66874,248.952380952381,21
00022d736f5a,0013cee50b5e,3806.75,4
00601dd7b58f,00054e0a7e7f,63,1
00904b394021,00054e0a7e7f,130.5,2
00095b3e78ae,00054e0a7e7f,15,1
0013ce4477d7,0012f0f635fa,11,1
0012f0fc1778,000e35fe55ae,51,1
0014a5e34dc6,00904b517a14,328.2,5
000423b0f804,0014a4d89140,39,2
0014a4d89140,00028a236470,351,1
00022d9f0792,0012f0d31d6d,57,1
00042367f891,000e2efb5233,123,1
000e35a00afe,000d931001f3,10,2
00054e2e3307,00054e02b44f,1023.5,2
00054e02b44f,0013ceb3be46,259,1
0013cee50b5e,0012f0ab04e0,29,1
0012f0ba51c0,0013ce4477d7,125,1
0014a5e61fba,000d9384a123,6,1
001451f80098,000d9384a123,1423.66666666667,12
0013cef5a050,0013ceb3be46,2.33333333333333,3
0013cef5a050,0012f0ba51c0,4,2
001451f80098,009096d4ce10,1205.5,10
001217c93e63,0013ce928d27,867.625,8
0090962a1271,001451f80098,25,1
000e35fe55ae,0013ce928d27,89.8333333333333,18
0014a5d8f24d,0013ce64e5ba,87,2
00904bbf071b,0012f0ab04e0,7.5,4
0012f0ab04e0,00904b45900f,3761,2
0012f0c8197c,00054ef64bf4,256,1
00904bd1c926,00022d12610d,69,1
00904bd1c926,000d9384a123,4434,2
00022d12610d,000d9384a123,45,6
00909697295b,001124e27d71,38,1
001124e27d71,0014a5926e9c,10,1
00904bf25ef9,009096d4ce10,1636,2
001124e27d71,0014a5e34d62,152,1
001124e27d71,00904ba7bb24,2,1
0012f0ab04e0,0014a4cd53bf,1121,3
000d28beba16,00022d8625dd,1,1
00909661a18e,0014a5f00fbe,132,1
0013ce817f2f,00904b517a14,1,1
0014a5e34dc6,0014a5fede13,1497,1
0014a4cd53bf,0014a5fede13,1632,1
000d931001f3,0090960323a4,1048,1
000d28373922,00146cf1742b,17.3333333333333,3
00146cf1742b,00054ec98797,333,3
000d28373922,000423b0f804,43.4545454545455,22
00053c3737fc,00904baf18e7,1724.5,2
0040966eda31,00904baf18e7,6,1
0014bffb2e20,00146cf1742b,3576,1
0013ce817f2f,00904bbf071b,5,1
0013ce817f2f,00022d5b38e5,12,1
0013cef5a050,0012f0110374,1,1
000423b0f804,001124d1feb6,58,1
0004230b0edb,001124d1feb6,105,1
001124d1feb6,0012f082b0ae,5809,1
00022d4ad901,000d931001f3,11.5,2
00022d4ad901,009096c67135,21,2
000d931001f3,009096c67135,823.409090909091,88
0014a55de374,00022d5b38e5,112,2
0012f0a48189,00166f84c2dd,2280,4
00909647ea45,000d931001f3,542,2
000fb5d75789,000b7daae405,260.25,4
000d931001f3,000423b1382d,37,1
00022d5b38e5,000423b1382d,39,3
000423b1382d,0014a4cd53bf,93.5,2
000423b1382d,0014a5e34dc6,1,1
00904bc0352c,00904bbf071b,148.666666666667,6
0012f0e62a78,0040966eda31,82,1
00095b7ebec0,0014a4b09606,2,1
00095b7ebec0,0013ce928d27,2,1
00909632683c,009096192978,182,1
0090960670fa,00112495e0ac,3617,1
000d9307174c,001124aea9d4,28,1
0007e056ddd0,000cf1af5de1,13,1
000e35cc7944,0014a5c916f5,80,1
000a9542ab30,000c30ea1c39,146,1
0010c6b0ab57,00904b517a14,770,1
001451f80098,00904b00fdfd,1235.9,10
00054e02b44f,0012f081c713,25,1
00054e02b44f,0004230b0edb,842,1
0012f0a48189,00053c3737fc,1276.66666666667,3
00904b517a14,009096359ac2,10,1
000cf1af5de1,0004239647e1,27.5,2
001124a51256,0004239647e1,335.5,2
0030bdfe4a2a,0004239647e1,25,2
0004239647e1,00054e5b008d,12,1
000fb5df709b,0012f0a48189,307,1
000fb5df709b,00166f84c2dd,307,1
00054e042460,00028a236470,139.333333333333,3
00028a536ff4,000d88ab3245,3195,1
00028a236470,000d88ab3245,50,1
0013cec64669,000d88ab3245,216.333333333333,3
000d88ab3245,0004230b0edb,1014,4
001451bd6b24,00022d736f5a,3824.33333333333,3
00904bca956e,0014a54b8d0a,1,1
0014a5ac26cb,0014a56d678b,3613,1
00022d62ea9a,000423b34f16,58,1
0004237bb84a,00904ba11196,368,1
00022d08e0dd,0014a4cd53bf,1,1
000d28fd1813,0040966eda31,46.2954545454545,44
000d28fd1813,00904bb27026,43,6
0013ce928d27,00904b2e2596,826.3125,16
0014bffb2e20,00028a536ff4,737.5,2
0012f0110374,00904baf18e7,6,1
000e35fe55ae,001124e69f3f,2,1
000e35d1f93f,00601d8969c8,121,1
009096c8c000,00904bbf071b,343,2
000fb5d75789,00042380963b,3938,1
000b7d2ebcfe,00022d56b432,15767.5,4
0030658b6b94,00904b45900f,1,1
000d28373922,00904baf18e7,62,1
00150080c072,001124c49ec7,105,1
0013ceb3be46,000d28373922,513.125,8
004096ed1367,00601d9e8ca6,227,2
0014a4dd4f52,00022d3b2f4a,243,1
00601d9e8ca6,00601d8969c8,210,2
000e35b95507,004096ed1367,3,1
000e35b95507,00601d9e8ca6,63,1
0014a5eda0cc,000d9384a123,1331.8,5
00054e02b44f,00054e5b008d,995,4
0012f0a48189,00054e02b44f,548,1
0012f0b38047,00054e02b44f,1024.5,2
0014a5e34dc6,0013cee50b5e,1715.33333333333,3
000b7db2cd2d,0013ce928d27,447,15
0012f0110374,00601d8969c8,127,1
000fb5d75789,0030bd92ecfa,1707.66666666667,3
004096ed1367,0013ce928d27,75.5454545454545,11
001451f80098,0013cee50b5e,801.75,4
001451f80098,003065e727f8,624.333333333333,3
0013cee50b5e,003065e727f8,2749.5,2
003065e727f8,00904b45900f,1588,1
00904bbf071b,0090967ded94,14,1
00904bbf071b,003065e727f8,234,1
0014a4dd4f52,001451bd6b24,3055.33333333333,3
00904bbf071b,001451bd6b24,60.5294117647059,17
00904bbf071b,00909616a2b3,33,1
000423b0f804,0012f0a48189,75.2,5
00022d5b38e5,003065e727f8,886,1
000d28373922,001195fc38d8,48,1
00904bbf071b,003065203940,37.25,24
000e359c73fa,00022d635a2e,62,1
00601d8969c8,00166f84c2dd,9418,3
00601d8969c8,000e3578909b,2539.5,2
00166f84c2dd,000e3578909b,7301,1
0014a4b09606,0014a51c097f,37,1
0014a51c097f,001195fa35dd,66,1
00904ba46a05,0012f0b38047,57,1
00904ba46a05,000e35cc7944,1,1
00904ba46a05,0040962dc86b,1,1
00904ba46a05,000423864257,1,1
00904bbf071b,009096c9c225,214.384615384615,13
000d931001f3,001451bd6b24,1247.44444444444,9
00904b4e87c7,000d931001f3,52,1
00904bb27026,0014a4b09606,22.5,2
0014bffb2e20,000b7db2cd2d,1,1
0014bffb2e20,00904bb27026,1,1
0014a4cd53bf,0012f0c62928,381,3
0012f0c62928,00022d5b38e5,181.166666666667,6
0012f0c62928,001451f80098,129.5,2
00904bbf071b,0012f0c62928,10.3333333333333,6
00904bb27026,00054e86b2e1,41.5,4
00904ba0e82d,0012f0c62928,65,3
000d931001f3,00306502c182,142.411764705882,17
009096bc1618,00054e00a77d,49.4,5
00904bb27026,0013ce928d27,73,2
0012f082b0ae,00904bb27026,40.8,10
00054ebdf194,00904bb27026,28,1
004096ed1367,00904bb27026,1,1
00904bb27026,00028a536ff4,39.3333333333333,3
000423589966,00054ebdf194,311,1
0012f0bbb688,00601d8993e8,21,1
0012f0d921e0,00054e00a77d,28,1
00054e00a77d,0012f0e66b40,102.8,5
0014a5e34dc6,009096c8c000,68.5,2
0013ce928d27,00054ebdf194,1793,1
00054ebdf194,0013ce64e5ba,3699,1
00054e00a77d,000b7d2eb8fe,75,1
000e3578909b,000b7db2cd2d,21,2
009096d4ce10,00904b00fdfd,17,1
000d9384a123,00904b00fdfd,4483.66666666667,6
0012f082b0ae,000e356d89fd,1126,1
0012f0bbb688,000e356d89fd,44,1
0012f0d921e0,000e35cc7944,35,1
000423864257,0012f0d921e0,63.1538461538462,13
0012f0d921e0,00904bb27026,97.6666666666667,3
0010c676af45,0012f0d921e0,2,1
0010c676af45,000423864257,2,1
00904baf18e7,00904bb27026,95,1
00146cf1742b,000b7daae405,354.5,6
000fb5d75789,00146cf1742b,48.5,2
00150080c072,009096241433,178,1
001451bd6b24,00022d8cddc2,3019,1
00022d8cddc2,000d9399a296,97,1
00022d8cddc2,000d931001f3,1937,1
000d9399a296,000d931001f3,691.909090909091,11
0013cee50b5e,000d931001f3,3008.9,10
00904bb27026,000423b0f804,28.8,10
00022d635a2e,00904bf25ef9,76,1
000fb5d75789,00054ebdf194,134.666666666667,3
0012f0c62928,000d9384a123,3,1
009096c9c225,0012f0c62928,1,1
00054e00a77d,000e35cc7944,187,1
001451bd6b24,0013cee50b5e,8058,2
00022d9f0792,0012f0c62928,41,2
0012f0eadeba,00601d8969c8,57,7
000d9399a296,001451bd6b24,597.5,2
000d9399a296,00904b18c994,512,2
0014a4cd53bf,001451bd6b24,5960.33333333333,3
0014a4cd53bf,00904b18c994,617,1
001451bd6b24,00904b18c994,1048,1
0012f0c62928,00904b45900f,3534,1
001217c93e63,00904bb27026,13,1
000b7d2eb8fe,0012f0d921e0,4,1
0030bdfe4a2a,0012f0d921e0,3,1
00022d62ea9a,0012f0c62928,83.3333333333333,3
00042367e514,000a9542ab30,17,1
00904bb27026,000b7db2cd2d,84,1
000d931001f3,0012f0c62928,38.5,6
00054e2e3307,000d28fd1813,896.0625,16
001451bd6b24,0012f0c62928,286,2
009096d4ce10,003065203940,96.9090909090909,11
0012f081c713,0013ce928d27,24.875,24
00904bb27026,0013cec64669,1,2
00054ef033f7,00904bb27026,18.6666666666667,3
00904bbf071b,0014a55b1b1f,32,1
00028a236470,00904bb27026,56.6666666666667,3
0012f081c713,00904bb27026,12,2
0012f0d9baad,000423284ade,16.25,4
00904bb27026,000423284ade,47,1
000e350883ed,0012f0c62928,1,1
0014a557f7d6,00112410e0bb,77,1
000fb5d75789,00904bb27026,5,1
0012f0c62928,0014a5d8f24d,156.5,2
009096c67135,0012f0c62928,140.5,4
0012f0c62928,0014a4dd4f52,731.5,2
0012f0c62928,00306502c182,89.3333333333333,3
0012f0c62928,009096d4ce10,39.25,4
0012f0c62928,000393614e0d,461,3
009096d4ce10,000393614e0d,2878.57142857143,7
000fb5df709b,0012f0b38047,1827,1
0012f0c62928,003065203940,5,1
001451bd6b24,009096c67135,7045,1
001451bd6b24,00022d5b38e5,2508,5
000b7db2cd2d,0012f0c8ad84,1922,3
00042380963b,0012f0c8ad84,2003.33333333333,3
000d9384a123,0014a5929e2f,2121,1
003065a97bb7,0013ce928d27,702.333333333333,12
000e356f1357,000b7d7acd67,5683,1
0012f0792c58,000b7d7acd67,422,1
00601d8969c8,000d28fd1813,6836,6
0015c6f4619b,000e35cc7944,110,1
0015c6f4619b,001124e12313,3676,1
000e35cc7944,001124e12313,144,1
00022d21f371,00904b732d00,76,2
0011247a6ad5,001124a51256,271.5,2
0011247a6ad5,000cf1af5de1,433,1
0012f04d7fdc,000d28ec461d,16.5,2
0012f04d7fdc,0011247a6ad5,32,1
00904bb27026,00146cf1742b,2,1
0013ce928d27,00146cf1742b,330.1,10
000e358c7be5,0013cec51d4e,3,1
0012f081c713,0013cec51d4e,15,2
000423b0f804,0013cec51d4e,35,1
00095b1ae531,0013cec51d4e,134.333333333333,3
0013cec51d4e,0012f0d9baad,27,1
0013cec51d4e,0014a4b09606,16.5,2
0013cec51d4e,00054e86b2e1,531,1
0012f0fc1778,0013cec51d4e,201,1
0013cec51d4e,000625e449be,65,1
00904b7315cf,001451bd6b24,607.8,5
00904bb27026,000625e449be,53.5,2
0012f09203d3,001451bd6b24,210.75,20
00054e2e3307,0012f0d921e0,147.125,8
00904b7315cf,0012f09203d3,213.857142857143,7
00054e2e3307,00601d8969c8,2593.75,4
